Location,Latitude,Longitude,Rating,Description
"100 Moncada Way, San Francisco, CA 94127",37.72646,-122.46891,6,"Furnishings shifted. Plaster, walls, and chimneys cracked. Damage slight. Ground: Rocky."
"46 Vernon St, Merced Heights District, San Francisco, CA 94132",37.7133708,-122.4677988,6,"Furnishings shifted. Dishes broke. Stucco cracked around steps outside. Damage slight. Ground: Soil, compact, gently sloping."
"2535 37th Ave, San Francisco, CA 94116",37.7396406,-122.4950782,6,"Stove, refrigerator, water heater shifted. Exterior stucco cracked. Damage slight to concrete. Ground: Sandy, level."
"14th and Market Sts, Modern Appliance Co., San Francisco, CA 94102",37.7777921,-122.4159837,6,All refrigerators rocked strongly and danced. T.V. sets on turntable went round and round.
"168 19th Ave, San Francisco, CA 94121",37.7847409,-122.478291,6,"Pictures fell from walls. Slight damage to concrete steps. Ground: Loose, level."
"78 Jules Ave, San Francisco, CA 94112",37.7196372,-122.4610132,6,"Furnishings shifted. Dishes broke. Plaster and walls cracked. Damage slight to concrete. Ground: Rocky, compact, sloping and steep."
"322 28th Ave, San Francisco, CA 94121",37.7832761,-122.4880092,6,"Furnishings shifted. Dishes and windows broke. Plaster cracked. Damage slight to concrete. Ground: Soil, level."
"Quarters 10-B, Presidio, San Francisco, CA 94129",37.793323,-122.4665384,6,"One antique urn broke. There was some damage to a neighbor's house across the street and a chimney on one of the old brick barracks lost some bricks; some dishes broke at Letterman Hospital. Ground: Soil, sloping."
"947 Bush St, San Francisco, CA 94109",37.7894005,-122.4127286,6,"Window broke. Walls cracked. Ground: Soil, level."
"2000 45th Ave, San Francisco, CA 94116",37.7491553,-122.5038602,6,"General disorder in house. Beds moved 3 inches from wall. Drawers opened. Plaster cracked at juncture of ceiling and wall. Damage slight to concrete steps at wall joint. Ground: Sandy, level."
"2966 26th Ave, San Francisco, CA 94116",37.7330977,-122.4817285,6,"Everything in house shifted. Dishes broke. Plaster cracked; cement in basement cracked. Damage slight. Ground: Soil, level."
"2122 47th Ave, San Francisco, CA 94116",37.7468546,-122.5058344,6,Small objects and furnishings shifted. Dishes broke. Plaster cracked; driveway cracked. Damage slight.
"801 Taraval St, San Francisco, CA 94116",37.7428802,-122.4748081,6,"Furnishings shifted. Plaster, windows, and walls cracked. Damage slight to concrete. Ground: Sandy, sloping."
"222 Juanita Way, San Francisco, CA 94127",37.7411841,-122.4558392,6,"Furnishings shifted. Plaster cracked. Damage slight to concrete. Ground: Rocky, steep."
"2343 17th Ave, San Francisco, CA 94122",37.7441696,-122.4739458,6,"Small objects shifted. Plaster cracked; foundation and steps cracked. Damage slight to concrete. Ground: Sandy, loose, sloping. Later shocks felt; E-W direction."
"2207 Cabrillo St, San Francisco, CA 94121",37.7743914,-122.4824946,6,"Furnishings shifted. Plaster, walls, and chimneys cracked. Damage slight to brick and masonry. Ground: Level."
"184 Forest Side Ave, West Portal District, San Francisco, CA 94127",37.7401746,-122.4693909,6,"Small objects and furnishings shifted at least 3 inches. Plaster and walls cracked. Damage slight to concrete. Ground: Filled in, sloping."
"183 Trumbull St, near Mission and Alemany, San Francisco, CA 94110",37.7310176,-122.4267857,6,"Small objects shifted. Plaster cracked. Damage slight to concrete. Ground: Filled in, sloping."
"837 36th Ave, San Francisco, CA 94121",37.7732008,-122.4962363,6,"Small objects and furnishings shifted. Contents of cupboards thrown to floor. Desk moved 5 inches from wall. Chimney lining broke. Ground: Sandy, level and slightly sloping."
"254 Hearst Ave, Excelsior District, San Francisco, CA 94112",37.7308933,-122.4432957,6,Small objects shifted. Dishes broke. Plaster cracked. Damage slight to concrete: enlarged old cracks in basement floor. Ground: Sloping.
"1723 Eucalyptus Dr, San Francisco, CA 94132",37.7310309,-122.4896433,6,"Many ceramics, etc., fell from shelves and broke. Plaster cracked. Several seams between baseboard and floor opened. Damage slight. Ground: Level, compact, soil."
"19 Navajo Ave, San Francisco, CA 94112",37.7195878,-122.4436053,6,"Small objects and furnishings shifted. Dishes broke. Plaster and walls cracked. Damage about $100. Ground: Level, compact, soil."
"2530 45th Ave, San Francisco, CA 94116",37.7393543,-122.5031437,6,"Small objects shifted. Sheet rock cracked. Damage slight. Ground: Sandy, level."
"29 Calgary St, San Francisco, CA 94110",37.7084483,-122.4159957,6,"Electric range shifted. Dishes broke. Ground: Soil, level, filled in."
"South Sea View Terrace, San Francisco, CA 94112",37.7842981,-122.4911184,6,Small objects shifted. Dishes broke. Plaster cracked. Damage slight to concrete. Ground: Level.
"276 Granada Ave, San Francisco, CA 94112",37.7235297,-122.4569658,6,"Small objects and furnishings shifted. Dishes broke. Plaster cracked in five rooms. Ground: Soil, compact, sloping."
"615 El Camino Del Mar, Sea Cliff, San Francisco, CA 94121",37.7860709,-122.4902006,6,Furnishings shifted. Plaster and walls cracked. Damage slight. Ground: Soil.
"144-A Diamond St, San Francisco, CA 94114",37.759872,-122.437434,6,"Small objects shifted. Plaster, walls, and chimneys cracked; chimney fell. Damage slight. Ground: Soil."
"130 Fell St, San Francisco, CA 94102",37.7764964,-122.4198979,6,"Small objects shifted. Plaster and walls cracked. Damage slight to brick and masonry. Ground: Soil, compact, level."
"15th and Harrison Sts, San Francisco, CA 94103",37.7723573,-122.4103255,6,"Small objects and furnishings shifted. Plaster and walls cracked. Damage slight to concrete. Ground: Level, filled in."
"7 Crestlake Dr, San Francisco, CA 94132",37.7348211,-122.4800889,6,"Small objects and furnishings shifted. Dishes and figurine broke. Plaster, walls, and brick fireplace cracked. Damage slight. The force of the shock hurled an iron flower pot holder from the balcony outside the living room window down to the lawn, almost reaching the sidewalk. Ground: Level."
"Letterman Hospital, Presidio, San Francisco, CA 94129",37.79818,-122.45007,6,Walls cracked.
"1727 38th Ave, San Francisco, CA 94122",37.7546534,-122.497201,6,"Small objects and furnishings shifted. Dishes broke. Plaster, walls, and one window cracked. Damage slight. Ground: Loose, sloping."
"2055 41st Ave, San Francisco, CA 94116",37.7484254,-122.4999891,6,Small objects and furnishings shifted. Dishes broke. Plaster cracked; small crack in foundation. Damage considerable to dishes. Ground: Sloping.
"6000 Fulton St, San Francisco, CA 94121",37.7723016,-122.4962206,6,"Small objects shifted. Plaster and walls cracked. Damage slight. Ground: Soil, level."
"88 Huron Ave, San Francisco, CA 94112",37.7117296,-122.4500311,6,"Small objects and furnishings shifted. Dishes broke. Plaster and walls cracked. Damage slight to concrete. Ground: Compact, level."
"220 Corona St, Ingleside Terrace, San Francisco, CA 94127",37.7258948,-122.46627,6,"Small objects and furnishings shifted. Dishes, windows, and furniture broke. Plaster and windows cracked. Damage moderate. Ground: Sandy loam, slightly sloping."
"1024 Judah St, San Francisco, CA 94122",37.7620559,-122.4732161,6,Small objects and furnishings shifted. Dishes broke. Plaster and walls cracked. Damage slight. The breaking of glass and dishes could have made earth noises seem loud. Ground: Soil.
"930 Persia Ave, San Francisco, CA 94112",37.7193274,-122.4284309,6,"Small objects and furnishings shifted. Dishes broke. Plaster, walls, and cement in basement cracked. Damage slight to concrete. Ground: Rocky, sloping."
"552 Los Palmos Dr, San Francisco, CA 94127",37.7342805,-122.454138,6,"Small objects and furnishings shifted. Dishes and windows broke. Plaster cracked. Damage moderate. Ground: Soil, compact, level."
"281 Hazelwood Ave, San Francisco, CA 94127",37.732526,-122.4554153,6,"Small objects shifted. Dishes and windows broke. Plaster and walls cracked. Damage slight. Ground: Compact, sloping."
"44 Madrone Ave, San Francisco, CA 94127",37.7426028,-122.4674621,6,"Small objects and furnishings shifted. Dishes and windows broke. Plaster and walls cracked. Damage slight. Ground: Loose, sloping."
"138 Miramar Ave, San Francisco, CA 94112",37.7207816,-122.4579258,6,"Small objects and furnishings shifted. Dishes broke. Plaster and walls cracked. Damage slight. Ground: Soil, loose, sloping."
"1530 23rd Ave, San Francisco, CA 94122",37.7590404,-122.4808884,6,"Small objects and furnishings shifted. Dishes broke. Plaster, walls, and chimneys cracked. Damage slight. Ground: Sandy, compact, level."
"255 Munich St, San Francisco, CA 94112",37.7214848,-122.4261423,6,"Small objects and furnishings shifted. Plaster, walls, and chimneys cracked. Damage slight. Ground: Rocky, sloping, filled in."
"201 Morningside Dr, Lakeshore District, San Francisco, CA 94132",37.7303958,-122.4924237,6,"Small objects and furnishings shifted. Plaster and walls cracked. Damage slight. Ground: Sandy, level."
"174 Caselli Ave, San Francisco, CA 94114",37.7599704,-122.4427308,6,"Small objects shifted. Dishes broke. Plaster and walls cracked. Damage slight. Ground: Soil, compact, sloping."
"1782 8th Ave, San Francisco, CA 94122",37.7551287,-122.4643493,6,"Small objects and furnishings shifted. Dishes broke. Plaster and walls cracked. Damage slight. Ground: Soil, loose, compact."
"607 23rd Ave, San Francisco, CA 94121",37.7761957,-122.4825372,6,"Small objects and furnishings shifted; dishes fell. Plaster and walls cracked; stucco and stairs cracked. Damage slight. Ground: Level, slightly sloping in back of house."
"225 Broad St, San Francisco, CA 94112",37.7129676,-122.4599762,6,"Small objects and furnishings shifted. Dishes and furniture broke. Plaster and walls cracked; ground cracked. Ground: Rocky, level."
"262 29th Ave, San Francisco, CA 94121",37.7844117,-122.4891127,6,Furnishings shifted. Plaster and walls cracked. Damage slight.
"436 Staples St, San Francisco, CA 94112",37.7292038,-122.4517659,6,"Plaster cracked slightly. Damage slight to concrete bannister. Ground: Soil, compact, level."
"3427 Ortega St, San Francisco, CA 94122",37.751154,-122.5004535,6,"Fireplace cracked. Slight cracks in concrete. Ground: Sandy, level."
"2471 43rd Ave, San Francisco, CA 94116",37.7406033,-122.5015935,6,"Small objects and furnishings shifted. Plaster and walls cracked. Damage slight. Ground: Sandy, level."
"279 32nd Ave, San Francisco, CA 94121",37.7840239,-122.4927179,6,"Small objects and furnishings shifted. Dishes, windows, and furniture broke. Plaster cracked. Damage considerable. Ground: Compact."
"333 Pioche St, San Francisco, CA 94124",37.7280553,-122.4218839,6,"Small objects shifted; moved refrigerator. Snapped off tile toothbrush holder in bathroom and emptied contents of medicine chest. Plaster, walls, and ceiling cracked; concrete steps and bulkhead in yard cracked. Damage slight. Ground: Rocky, sloping."
"1130 Larkin St, San Francisco, CA 94109",37.7884116,-122.4183049,6,Small objects and furnishings shifted. Plaster and walls cracked. Damage slight.
"1458 31st Ave, San Francisco, CA 94122",37.7600534,-122.4895549,6,"Small objects and furnishings shifted. Dishes broke; two windows broke. Plaster and walls cracked. Ground: Sandy, loose, level."
"212 Douglass St, San Francisco, CA 94114",37.7601701,-122.4395798,6,Pipe broke.
"444 Larkin St, San Francisco, CA 94109",37.781993,-122.417035,6,Plaster cracked. Damage slight to concrete.
"512 Frederick St, San Francisco, CA 94117",37.7664938,-122.453319,6,"Small objects and furnishings shifted; canned goods, dishes, pictures fell to floor. Plaster and outside facing on front of building cracked. Damage slight to concrete: stucco finish cracked. Water from the tank on the wall above the toilet (4th floor) spilled over from the west end each time there was a shock stronger than usual. Ground: Rocky soil, level. Building built in 1908."
"Front and Jackson Sts, San Francisco, CA 94111",37.796906,-122.3997995,6,"Small objects shifted. Plaster cracked. Damage slight to brick and masonry, hollow tile (3rd floor). Ground: Level, filled in."
"2737 35th Ave, San Francisco, CA 94116",37.7362029,-122.4927071,6,"Drawers opened. Books fell to floor. Dishes broke. Plaster, walls, and stucco cracked. Damage slight to sheet rock, stucco, dishes, and objects. Ground: Sandy, level."
"464 43rd Ave, San Francisco, CA 94121",37.7799333,-122.5038133,6,"Small objects shifted. Dishes and windows broke. Plaster and walls cracked. Sides and ceiling plaster twisted. Plaster cracked in all rooms on first and third floors. Damage slight to concrete. Ground: Sandy, sloping."
"319 Clement St, San Francisco, CA 94118",37.7828083,-122.4627033,6,"Dressers, stove, etc., moved. Dishes broke. Plaster and walls cracked; doors cracked at corners. Damage slight. Ground: Compact, level."
